"","participant","protocol","trial","trajectory_id","practice_trials.thisN","noise_present","no_targets","trials.thisN","mouse.x.firstBadClick","mouse.y.firstBadClick","mouse.x","mouse.y","obj0finalX","obj0finalY","obj0penultimateX","obj0penultimateY","obj0preantepenultimateY","obj0preantepenultimateX","obj0antepenultimateX","obj0antepenultimateY","timingHiccupsInLastFramesOfStimuli","win.nDroppedFrames","finalStimFrameTimes","RT","anyHiccupsLastFrames","avgDurLastFrames","dx","dy","finalDirection","finalSpeed","xErr","yErr","euclidean_dist","amountExtrapolation","temporal_error","isOutlier","eccentricity","eccentricity_deg","velocityToFovea"
"557","P5",4,467,373,NA,"Static","1",66,"nan","nan",290,-185,320.23002312228,-195.008358904437,315.864386004004,-190.345247980234,-180.476206199561,306.62491994372,311.214695125607,-185.378727918716,0,4,"[16.893255   16.663238   17.065072   16.564506   16.418831   17.45939101
 15.860107   16.965532   16.408404   16.750425   16.763915   16.487958
 16.710016   16.77344    16.550419   16.628824   16.829408   16.76461
 16.39264    16.6564     16.528613   16.884096   16.70155401 16.894445
 16.543517   16.491683   17.10563    16.066845   17.20214    16.438543
 16.214764   17.10058301 16.942814   16.407262   16.662681   16.526843
 16.768653   16.99189001 16.145042   17.327745  ]",5.48501590001979,FALSE,16.688793351,13.6051031785595,-14.5321527048768,-46.8870645482093,397.608941960266,-30.2300231222798,10.0083589044375,0.764248919173429,-0.671197123065376,-0.0703368155064918,FALSE,374.934031199487,8.99841674878768,9.2487366671136
"558","P5",4,468,668,NA,"Dynamic","4",67,"nan","nan",320,259,309.227132983012,296.598920195045,302.693958418486,299.43910847211,304.660119527201,290.684269870136,296.587169328527,302.093932801769,0,4,"[17.327745   16.25555399 16.881508   16.428164   16.593735   17.201825
 16.015526   16.999427   16.58001301 16.71807899 16.889911   16.51894501
 16.397457   16.644957   16.838468   17.035209   16.236953   16.983623
 16.463584   16.362202   16.664961   16.799704   16.64371    17.145743
 16.186716   17.094343   16.596024   16.42025801 16.499724   16.995597
 16.654758   16.428999   16.594516   16.81327799 16.74274301 17.02667899
 16.121933   16.647738   17.70833    15.893812  ]",6.37819651701284,FALSE,16.676311275,18.5428631128759,-8.06119933215592,-23.4961876831948,404.152430455736,10.7728670169878,-37.5989201950448,0.938683373152552,0.596877412148591,0.0615359213473337,FALSE,428.476766270658,10.2834423904958,3.70438082634202
"559","P5",4,469,260,NA,"Dynamic","1",68,"nan","nan",-383,-135,-396.436042704732,-99.760240773484,-391.448927650941,-104.129334885943,-112.967838377113,-381.360192393874,-386.335877691469,-108.608757605026,0,4,"[15.893812   16.734192   16.594442   16.480399   16.839788   16.44188001
 16.901542   16.576475   16.55327901 16.705691   17.000776   16.34232
 17.04037801 16.494639   16.495368   16.639388   16.650746   16.81428299
 17.026727   16.336949   16.598134   16.82872701 16.564348   16.61123399
 16.77963301 16.39686499 16.825083   16.763162   16.52436    16.77022901
 16.509243   16.828462   16.685181   16.664724   16.595318   16.631399
 16.657874   16.85552    16.573749   16.686036  ]",4.64908302801632,FALSE,16.64780887575,-15.075850310858,13.2075976036287,138.779161507264,401.314097816751,13.4360427047324,-35.239759226516,0.9051430248143,-0.799871023075753,-0.083047068309176,FALSE,408.795354174398,9.81108850018556,5.45879586702336
"560","P5",4,470,20,NA,"Static","4",69,"nan","nan",-515,155,-511.132011853,156.981231309484,-510.073710050132,163.401996532456,176.576473857606,-507.902228517811,-508.977763500621,170.051154147293,0,4,"[16.686036   16.837829   16.787727   16.658986   16.486106   16.914303
 16.471068   16.655356   16.85467    16.623445   16.560006   16.517679
 16.711502   16.6342     16.748787   16.514646   17.04607801 16.487456
 16.520465   16.681934   16.734042   16.551014   16.662075   16.939101
 16.570262   16.910215   16.44431    16.618865   16.696577   16.748456
 16.581867   16.487668   17.059507   16.411397   16.652329   16.86317199
 16.504709   16.792301   16.403043   16.712599  ]",4.62263819500367,FALSE,16.6685447,-3.22978333518893,-19.5952425481224,-99.3596166372302,397.147912615904,-3.86798814699972,-1.98123130948409,0.104300945579788,0.0620137999806161,0.0065061611818785,FALSE,534.695278195289,12.8326866766869,-1.2884914962909
"561","P5",4,471,278,NA,"Dynamic","1",70,"nan","nan",380,-161,402.130287266966,-71.7003659351858,408.98087852563,-71.1423687399293,-70.0728536222566,422.111430038116,415.59757518843,-70.6034228241245,0,4,"[16.712599   16.129347   16.825599   16.577375   16.904357   16.600514
 16.617204   16.229585   16.958179   16.779805   16.880809   16.501559
 16.697534   16.419203   16.91606901 16.344238   17.149654   16.645164
 16.709643   16.372484   16.809449   16.518606   16.673763   16.983991
 16.239103   16.701671   16.463086   17.11174    16.538579   16.700012
 16.513375   16.68657    16.898234   16.366174   16.835741   16.789896
 16.44161301 16.654114   17.023515   16.686584  ]",5.87933248600166,FALSE,16.6651684255,-19.9811427711503,-1.62751231292924,-175.343400354625,400.982358098469,-22.1302872669656,-89.2996340648142,2.20802272926929,0.703365611813572,0.0730877553596394,FALSE,408.472410834137,9.80333786001928,-9.28294643086527
"562","P5",4,472,39,NA,"Dynamic","1",71,"nan","nan",-518,156,-523.617219882233,116.410945076519,-516.967635440485,117.248080566315,118.900956431682,-503.838413501564,-510.370904604778,118.078562162208,0,4,"[16.686584   16.886668   16.076824   16.961619   16.844584   16.27725
 16.839502   16.898881   16.492375   16.711725   16.753998   16.502673
 16.740131   16.822216   16.34617901 17.24939    15.988259   17.059134
 16.444668   16.930226   16.58541799 16.574225   16.511976   16.90387201
 16.371091   17.016156   16.28566199 16.800291   16.621636   16.945176
 16.670976   16.687299   16.407806   16.636546   16.579367   17.02272
 16.524768   16.621238   16.768419   16.595045  ]",5.01981548999902,FALSE,16.666064325,-19.7788063806693,-2.4900113551635,-172.824616690356,398.712961673555,5.61721988223314,39.5890549234815,0.95965386628165,-0.252436252545324,-0.0263803241942263,FALSE,536.40143651076,12.8736344762582,9.03757672028378
"563","P5",4,473,919,NA,"Static","4",72,"nan","nan",541,-295,603.257812362142,-268.40031541123,597.545305871123,-271.716319599585,-278.390011096079,586.048485050854,591.83394409486,-275.031659302232,0,4,"[16.595045   16.755127   16.514749   16.726825   16.551329   16.59194
 16.701832   17.000208   16.684113   16.293056   16.76924399 16.579943
 16.593844   16.828202   16.595172   16.70805801 16.900637   16.506614
 16.432338   17.100592   16.356443   16.644415   17.055681   16.365931
 16.971543   16.389264   16.688639   16.881143   16.413936   16.653266
 16.589411   16.822575   16.630695   16.704265   16.851033   16.440599
 16.737207   16.528347   16.61073    16.979265  ]",14.9551787349992,FALSE,16.6685814,17.2093273112889,9.98969568484904,30.134371182876,397.926628552393,-62.2578123621424,-26.5996845887697,1.62485112244687,-1.61274059803142,-0.168869133393841,FALSE,660.271699748525,15.8465207939646,5.62652526161658
"564","P5",4,474,502,NA,"Static","4",73,"nan","nan",321,161,358.558677755983,136.433255109105,352.093898042352,137.953545889695,140.98936041326,339.184609637225,345.67203402205,139.463744395559,0,4,"[16.979265   16.445582   16.79021    16.767371   16.46579499 16.820575
 16.391993   16.990871   16.394459   16.941699   16.791593   16.491222
 16.71233    16.369416   16.682967   16.80422    16.617374   16.752802
 16.809632   16.388399   16.663076   16.788454   16.727606   16.70741
 16.587436   17.123223   16.081125   16.604395   16.959875   16.268392
 16.931669   16.74360999 16.61605101 16.605968   16.864248   16.5827
 16.729232   16.487336   16.612962   17.046162  ]",4.13519360100327,FALSE,16.67846762475,19.3740681187579,-4.55610530415512,-13.233517119661,397.769916016943,-37.5586777559827,24.5667448908951,1.07711059603169,-1.01244338260103,-0.106054126375693,FALSE,383.638317290889,9.20731961498133,7.95261186649353
"565","P5",4,475,893,NA,"Dynamic","4",74,"nan","nan",-404,211,-417.890681114901,247.530041668041,-421.27307605876,253.525158516672,265.150925660869,-427.832236955845,-424.591097267103,259.406176310404,0,4,"[17.046162   16.959273   16.301284   16.930778   16.79793699 16.395833
 16.84447    16.618539   16.451631   17.722107   15.735179   16.721973
 16.64015    16.845042   16.776109   16.357109   16.788324   16.523571
 16.579605   16.918272   16.33309    16.606454   16.838793   16.78804401
 16.623629   16.646786   16.596318   17.126876   16.387936   16.732997
 16.585707   16.559436   16.869564   16.560878   16.670278   16.621699
 16.53056    16.851232   17.093602   16.292798  ]",4.83199455300928,FALSE,16.681750625,9.94155584094415,-17.6208839928283,-60.568671086803,404.272270480668,13.8906811149012,-36.5300416680407,0.93796561796064,0.927390484962527,0.0955822920054066,FALSE,485.69923089383,11.6567815414519,-8.31978115645519
"566","P5",4,476,866,NA,"Dynamic","4",75,"nan","nan",365,327,365.96078094383,386.701155094594,362.263110694287,381.295669815522,370.330190491369,354.762077100524,358.496181578584,375.788937600894,0,4,"[16.292798   16.65815101 16.728347   16.755091   16.868244   16.450739
 16.626758   16.71301101 16.895546   16.539802   17.00263    16.703317
 16.680889   16.54319    16.483929   16.747669   16.759354   16.646789
 16.737034   16.364089   16.839842   16.527014   16.804217   16.680383
 16.667513   16.69078    16.471457   16.987461   16.27417201 16.82978
 16.783101   16.753885   16.546682   16.515565   16.831464   16.719226
 16.539205   16.696585   16.492592   16.850722  ]",5.34524869802408,FALSE,16.66747557575,11.1987038433064,16.370964603225,55.6255735270681,396.676827516904,-0.960780943830002,-59.7011550945936,1.43301325441143,-1.1956256260964,-0.125587710107822,FALSE,532.414384235166,12.777945221644,9.48056957630616
"567","P5",4,477,164,NA,"Dynamic","4",76,"nan","nan",351,-317,331.085849512383,-284.961785475768,336.895797746638,-288.582473333625,-295.638785999864,348.218732206898,342.582833766631,-292.126563820246,0,4,"[16.850722   16.75953199 16.216295   16.990428   16.77166299 16.770561
 16.635985   16.466817   16.848511   16.299885   16.996732   16.558367
 16.599611   16.638424   17.251829   16.152744   16.575276   16.784782
 16.53449801 16.699428   16.609199   16.662838   16.617237   16.972433
 16.495319   16.849345   16.466317   16.538067   17.039311   16.350528
 16.977261   17.26088001 15.683214   16.727161   16.835928   16.483745
 16.69597    16.757641   16.912749   16.602179  ]",5.24780264201399,FALSE,16.6734853,-17.1328826945157,10.6770005240958,148.069350002334,403.584318398142,19.9141504876174,-32.0382145242316,0.905350680022628,-0.812296478993494,-0.0838627396601163,FALSE,436.83069824461,10.4839367578707,-9.4873113661691
"568","P5",4,478,247,NA,"Static","1",77,"nan","nan",412,338,487.82881653832,385.696011110806,491.14634988177,379.870851175962,368.297146241005,497.737782985485,494.480279420274,374.016901640945,0,4,"[16.602179   16.649018   16.536103   16.74437999 16.701341   16.416988
 16.980177   16.601076   16.886101   16.65240801 16.49081599 16.898123
 16.478946   16.443521   16.786229   16.566313   16.775787   16.71434499
 16.705939   16.724928   16.56387901 16.63727099 16.69128201 16.79051
 16.52825    16.434114   17.022278   16.364009   16.79995    16.799459
 16.32338201 16.77784399 16.75723201 16.677279   16.619636   16.904842
 16.511946   16.802912   16.767062   16.525436  ]",5.8027511580076,FALSE,16.666332275,-9.9089664471644,17.3988648698012,119.662290906796,400.461834652301,-75.8288165383204,-47.6960111108062,2.1499658794146,-0.0940587943079436,-0.00978649172124081,FALSE,621.882920839578,14.9251901001499,1.44696040834133
"569","P5",4,479,169,NA,"Dynamic","1",78,"nan","nan",324,-347,258.814161195767,-321.4650696478,252.267296045403,-322.31161710142,-324.036471775556,238.927948195207,245.608261145991,-323.172668751057,0,4,"[16.525436   16.410467   16.811107   16.632365   16.616975   16.501826
 16.589458   17.259939   16.26452    16.620031   16.601458   16.888842
 16.567785   17.067945   16.271204   16.93792801 16.54354799 16.677862
 16.37373    16.802118   16.835665   16.361018   17.052179   16.368507
 16.730283   16.92467699 16.438455   16.537229   16.815918   16.376146
 17.231963   16.421352   16.714767   16.48153199 16.89569101 16.32174299
 16.850924   16.720365   16.59186401 16.40466799]",5.03246902800311,FALSE,16.6509872495,19.8862130005603,2.57140212775602,7.36779338680228,401.413083403859,65.1858388042328,-25.5349303522,1.68021020091327,1.47295376339301,0.152892558843085,FALSE,412.70396295545,9.9048951109308,5.0117043880865
"570","P5",4,480,957,NA,"Dynamic","1",79,"nan","nan",252,-251,199.844117290091,-253.929694165645,198.052138495546,-247.688501224836,-234.649585659666,194.308389436954,196.167115156575,-241.123248113438,0,4,"[16.40466799 16.587846   17.058695   16.432402   16.770078   16.556123
 16.75188301 16.561323   16.626674   16.9257     16.61755    16.494385
 16.825775   16.71215    16.52489101 16.77313    16.694241   16.528268
 16.588245   16.800901   16.746505   16.324276   16.833472   16.625963
 16.572485   16.91756699 16.44452001 16.649486   16.656989   16.914145
 16.620156   16.746743   16.570606   16.492394   16.719587   16.541016
 16.730811   16.952112   16.368126   16.924527  ]",4.78016214601666,FALSE,16.66466035025,5.53572785313631,-19.2801085059797,-73.9801054716283,401.229987608816,52.1558827099093,2.92969416564549,1.25371442700191,0.277862275206972,0.028855257976326,FALSE,323.137680864541,7.75530434074898,8.88943011538699
"571","P5",4,481,388,NA,"Dynamic","4",80,"nan","nan",-311,-270,-278.066436817048,-255.606362962711,-282.703109558746,-260.072962432638,-269.420861541474,-292.406945616109,-287.643567527744,-264.832204280155,0,4,"[16.924527   16.679616   17.210141   16.069377   16.59654    16.620675
 16.942603   16.649393   16.58645    16.756476   16.551436   16.598648
 16.616795   17.031032   16.404972   16.695821   16.814979   16.525525
 16.441301   17.174252   16.091709   17.126655   16.625189   16.336775
 16.63574101 16.727974   17.177564   16.039136   17.080132   16.336553
 16.843998   16.850121   16.36589    16.718698   16.846302   16.455148
 16.625284   16.979748   16.261142   17.677997  ]",6.96142798801156,FALSE,16.69230787525,14.3405087990608,13.8144985787628,43.9296873752027,397.629673703163,-32.9335631829521,-14.393637037289,0.862597652295639,-0.808906241082742,-0.0847633588255333,FALSE,377.697704614622,9.06474491075093,-9.59737619892813
"572","P5",4,482,950,NA,"Dynamic","4",81,"nan","nan",-273,163,-212.627840924943,148.303172072813,-213.227419000214,154.867879739651,167.987155279285,-214.425649047342,-213.831909553815,161.486373536238,0,4,"[17.677997   17.164545   16.041629   16.670697   16.749915   16.795143
 16.845856   16.433565   16.996263   16.597213   16.213041   17.321757
 16.612277   16.250472   16.516697   16.815096   16.713837   16.739536
 16.684068   16.59798    16.831305   16.455196   16.744418   16.745806
 16.460795   16.773462   16.69152699 16.660138   16.614714   16.553256
 16.800518   16.570632   16.99806999 16.50441001 16.519408   17.070111
 16.283596   16.628888   16.58007099 17.065614  ]",5.87837791701168,FALSE,16.6997379745,1.79780812239912,-19.6839832064722,-84.7814514767377,394.535387974803,-60.3721590750574,14.696827927187,1.49124697528045,-0.483049390372216,-0.051014582077137,FALSE,259.238171539727,6.22171611695346,-6.18531193938778
"573","P5",4,483,251,NA,"Dynamic","1",82,"nan","nan",-301,242,-289.967431642493,101.761682279751,-283.236530369848,103.120341418053,105.715875027023,-270.378058381326,-276.764299934016,104.426786821224,0,4,"[17.065614   16.591885   16.679067   16.787016   16.533639   16.926575
 16.480322   16.894825   16.289577   16.478335   17.00316599 16.54691801
 16.644081   16.76637099 16.687602   16.684344   16.680577   16.679615
 16.482037   17.00249899 16.67661501 16.36553    18.257082   15.215773
 16.546327   16.74814901 16.694274   16.426435   16.913419   16.488235
 16.719339   16.710877   16.822102   16.576686   16.860686   16.704368
 16.351677   16.62463    16.974276   16.30239   ]",4.79601490501227,FALSE,16.672073375,-19.5893732611673,-3.9541927472727,-168.587964987382,399.55985377394,-11.032568357507,140.238317720249,3.37611876467988,-0.406405387722864,-0.042380528628801,FALSE,307.305306484852,7.37532735563644,8.25028975951072
"574","P5",4,484,279,NA,"Static","4",83,"nan","nan",597,-255,533.178853780926,-265.120696103925,536.166893757165,-259.204576257487,-247.51162130159,542.072625513024,539.270401755442,-253.059837429293,0,4,"[16.30239    16.652465   16.930176   16.592406   16.328597   16.89971
 16.753787   16.68439    16.979219   16.407732   16.634167   17.065685
 16.477754   16.515698   16.771506   16.610674   16.848366   16.653241
 16.432742   16.866329   16.855797   16.369675   16.62936999 16.720826
 16.624058   16.838954   16.83475301 16.321421   16.946938   16.407429
 16.724175   16.602021   16.599461   16.836909   16.792738   17.44448
 15.650176   17.022505   16.561969   16.476995  ]",4.187670394007,FALSE,16.6666921,-8.893771732098,-17.6090748023354,-116.79685802199,394.55164592041,63.8211462190741,10.120696103925,1.55084709237964,-0.907349701441521,-0.0958207574368851,FALSE,595.456693321833,14.290960639724,-0.0600183720570903
"575","P5",4,485,664,NA,"Static","4",84,"nan","nan",-505,-116,-443.226548844204,-109.743263086735,-449.834993123985,-108.51531361565,-106.127448821835,-462.685742938333,-456.084131302082,-107.354128683818,0,4,"[16.476995   16.372072   16.690511   16.779506   16.470923   16.724675
 16.535033   16.717011   16.797489   16.724738   16.593588   16.84244401
 16.549381   16.684242   16.32538    16.7433     16.730298   16.609583
 16.730656   16.484892   16.841801   16.793069   16.628835   16.482155
 16.624882   16.985661   16.63735    16.57641    16.982592   16.370658
 16.621778   16.629686   16.682622   16.554085   16.641094   17.04386
 16.794593   16.102437   16.767054   16.782793  ]",5.13355859000876,FALSE,16.65315330025,19.4591940941294,-3.6158142648999,-10.5263740383088,396.166812834626,-61.7734511557963,-6.25673691326524,1.49014800275397,-1.43017990125391,-0.150418528984124,FALSE,456.610728513104,10.9586574843145,-8.74026587334387
"576","P5",4,486,249,NA,"Static","4",85,"nan","nan",393,-203,376.716406928709,-210.401568683078,381.491202977952,-206.077975079846,-197.016090822178,391.498769165454,386.483857501887,-201.55710990776,0,4,"[16.782793   16.734481   16.56633    16.82855    16.236793   17.01430501
 16.606793   16.667451   16.633112   16.56523    16.936416   16.37882
 16.674664   17.005865   16.332127   16.718765   16.703031   16.640386
 16.583538   16.852477   16.623555   16.528025   16.63343    17.088349
 16.282041   16.939458   16.45516299 16.715989   16.639999   16.596064
 16.80476    16.532215   16.765093   16.690855   16.476241   16.779284
 16.819564   16.777603   16.268414   16.614192  ]",5.41672271000425,FALSE,16.662305525,-14.7823622367453,-13.3854778609001,-137.839055629447,398.947343934418,16.2835930712908,7.40156868307847,0.429283876280334,-0.408923065102265,-0.0427085461401858,FALSE,431.49052290123,10.3557725496295,-3.07075224091935
"577","P5",4,487,768,NA,"Dynamic","4",86,"nan","nan",-364,-135,-413.456134766084,-114.810535397203,-420.452156331888,-114.926028273459,-115.143303339723,-433.613669825865,-426.992493986993,-115.033998553477,0,4,"[16.614192   16.866562   16.268868   16.804783   16.754656   16.293834
 16.880867   16.565448   16.752222   16.771766   16.587411   16.51972401
 16.816708   16.57576    16.615979   16.751869   16.706197   16.683244
 16.528636   16.806542   16.575723   17.250369   16.076527   16.708975
 16.618013   16.773334   16.893001   16.373306   16.828284   16.568007
 16.657279   16.63741899 16.584413   16.96338    16.332564   16.971066
 16.552708   16.47863301 17.283334   16.085101  ]",5.29642270000477,FALSE,16.65941760025,20.1575350597814,0.332767942519439,0.945773720741228,403.381080173783,49.4561347660836,-20.1894646027965,1.28204121550065,1.17878753900805,0.121761158053096,FALSE,429.100727584914,10.2984174620379,-9.29113055527804
"578","P5",4,488,479,NA,"Dynamic","1",87,"nan","nan",395,-337,362.69964996169,-334.252499258535,356.916264220368,-331.252644508368,-325.050113858206,344.958476157377,350.835327269492,-328.098449299285,0,4,"[16.085101   16.728233   16.851817   16.585525   16.427028   16.946914
 16.523868   16.71904    16.668346   16.510297   16.786626   16.732513
 16.727514   16.508138   16.63444901 16.550391   16.914162   16.4994
 16.7362     16.551162   16.967007   16.309032   16.941119   16.590673
 16.396189   17.103579   16.946666   16.211661   16.551259   16.925
 16.467542   16.581105   17.556928   15.962265   16.656734   16.849773
 16.580791   17.186269   16.280384   16.420186  ]",4.65053029400588,FALSE,16.65427215025,17.7411738043131,-9.20238540032898,-27.4158677738159,400.01395078917,32.30035003831,-2.7475007414651,0.778007808960104,0.718504912231846,0.0748416514405664,FALSE,493.22993557053,11.8375184536927,9.26209860984718
"579","P5",4,489,85,NA,"Static","4",88,"nan","nan",128,-164,77.8892441218638,-179.252379748517,84.4348997138535,-179.507257850734,-180.023491972558,97.6925736250962,90.9479759952756,-179.760867363008,0,4,"[16.420186   16.689943   16.38463799 16.836953   16.39852001 16.892261
 16.650658   16.78781    16.684361   16.496302   16.629475   16.738207
 17.197155   16.320526   16.531168   16.640594   16.77424501 16.698117
 16.439642   16.696566   16.755095   16.648798   16.611484   16.804855
 16.640362   16.546441   16.674688   16.74595    16.528309   16.770007
 16.480019   16.695582   16.97880599 16.32508401 17.06786299 16.478192
 16.824505   16.367284   16.518548   16.716856  ]",4.29708259801555,FALSE,16.652151375,-19.8033295032324,0.771112224041133,177.770114019513,396.712239610459,50.1107558781362,15.2523797485173,1.25713341176606,-1.18750451013926,-0.124723539252836,FALSE,195.443470076086,4.69064328182607,-4.16553220933679
"580","P5",4,490,507,NA,"Dynamic","4",89,"nan","nan",-497,-276,-586.943374863775,-270.055156884974,-580.336870734273,-270.863731418948,-272.495805596089,-567.001916023364,-574.315777128544,-271.600657160737,0,4,"[16.716856   16.656297   16.622855   16.55918    17.235472   16.391061
 16.498992   16.676649   16.619851   17.066962   16.302925   16.580236
 16.77656    16.613509   16.581394   16.492601   17.284503   16.244681
 16.965023   16.567314   16.540617   16.55943901 17.03332    16.431178
 16.554897   16.948673   16.719048   16.496594   16.580162   16.684826
 16.698675   16.8817     16.429399   16.44339    17.203534   16.329371
 18.258115   15.21932    16.630263   16.879728  ]",4.0318460460112,FALSE,16.67437925025,-19.9414588404109,2.4406487111151,173.022233583033,401.619348606064,89.9433748637753,-5.94484311502634,2.16335097955269,-2.15998564273617,-0.224091299617518,FALSE,646.090019313598,15.5061604635264,8.16909579334185
"581","P5",4,491,536,NA,"Static","4",90,"nan","nan",-257,204,-261.996945051996,175.700641824068,-259.559009962295,181.607632123542,194.121952560861,-254.394095281358,-256.952299205139,187.923557113137,0,4,"[16.879728   16.502603   16.676654   16.677764   16.610205   16.753481
 16.753748   16.563167   16.732252   16.424661   16.705365   17.222794
 16.243335   16.53443    16.960649   16.676118   16.363468   17.403897
 16.163648   16.601908   16.723646   16.537494   16.57746    16.577377
 16.762696   16.870595   16.525595   16.79995    16.88046999 16.235135
 16.769211   16.656419   16.68476    16.644569   16.520868   16.922009
 16.79650301 17.208619   15.887105   16.627797  ]",3.76734643401869,FALSE,16.666453825,-7.60284977063819,-18.4213107367923,-112.426935788244,398.576546047601,4.99694505199591,28.2993581759316,0.689691325609408,-0.673568306647847,-0.070413942788734,FALSE,315.456993509366,7.57096784422478,-1.90074562040868
"582","P5",4,492,42,NA,"Static","1",91,"nan","nan",287,-271,307.937927344397,-137.657859776286,305.428852479482,-143.90630847719,-156.267363806223,300.465250357662,302.88948981748,-150.230184081057,0,4,"[16.627797 16.646649 16.665836 16.757884 16.643811 16.685914 16.896527
 16.679803 16.515564 16.431148 16.772254 16.956741 16.283218 17.449277
 16.288463 16.319862 16.642763 16.643183 16.733425 16.765808 16.49663
 16.86644  16.663128 16.79852  16.483035 16.794198 16.613997 16.539744
 16.763305 16.526886 16.669772 16.879001 16.589735 16.553054 16.816345
 16.619391 16.389299 16.914481 16.784064 16.572436]",4.83764217601129,FALSE,16.6684847,7.47267698673579,18.6095040299369,68.1219911947846,401.032078666233,-20.9379273443973,-133.342140223714,3.23942422981151,-3.15698126549723,-0.32800589543826,FALSE,337.306171682866,8.09534812038878,-0.369883181744006
"583","P5",4,493,858,NA,"Dynamic","4",92,"nan","nan",492,223,563.713028944543,207.775444418571,558.980062533796,211.473881367971,220.094534536326,547.948034019388,553.189335599992,215.998874067526,1,5,"[16.572436   16.737117   16.727025   16.398467   16.818591   16.663172
 16.614269   17.13751    16.075264   16.704273   16.789754   16.718085
 16.849434   16.46236    16.556439   16.907249   16.74376    16.674645
 16.774958   16.277055   17.095363   16.501783   16.351904   16.784976
 16.78070401 16.69365    17.01966101 16.14906399 16.749395   16.851906
 16.458996   17.115322   16.796683   16.300757   16.411143   16.8775
 16.604808   18.335588   15.059001   16.396361  ]",6.58239581200178,TRUE,16.66341070025,15.7649949251548,-12.319090117755,-38.0047980509699,400.225683248963,-71.7130289445428,15.2245555814289,1.75947102082371,-1.5811468195627,-0.164609919450865,FALSE,600.785331299929,14.4188479511983,5.05338277088134
"584","P5",4,496,586,NA,"Dynamic","1",95,"nan","nan",-273,-340,-156.227027773541,-390.790790018274,-162.043198320742,-387.529769296714,-380.990261512513,-173.706691384801,-168.014142725891,-384.181969696539,1,6,"[16.81103301 16.90351    16.413881   16.808553   16.555424   16.66737
 16.848612   16.68807    16.61811    16.729993   16.565765   16.602871
 16.515734   16.811149   16.870658   16.996876   16.209502   16.756117
 16.590506   16.462825   18.616084   14.912119   16.546138   16.609899
 16.617554   16.708729   16.881783   16.572741   16.973657   16.565984
 16.347848   16.94923    16.349358   16.857256   16.680115   16.556921
 16.469302   16.957147   16.625314   16.825488  ]",5.63390608300688,TRUE,16.67623065025,17.4796636112599,-9.80052850576101,-29.2785541433843,400.563852837331,-116.772972226459,50.7907900182735,3.05617468128546,-3.04068106791115,-0.316291756230308,FALSE,420.861409219307,10.1006738212634,1.25112957922417
"585","P5",4,497,351,NA,"Static","1",96,"nan","nan",-324,107,-304.735863103226,101.310406888995,-308.442218217686,106.51364892865,117.489043186379,-316.260172548914,-312.375622286987,112.035638263262,0,6,"[16.825488   16.300559   16.656465   16.693981   16.688268   16.989287
 16.390397   17.372991   15.91115    16.885432   16.393236   16.943946
 16.646899   16.425627   16.840269   16.560966   16.863693   16.514401
 16.466739   16.790196   16.944692   16.234173   17.427666   16.187813
 16.450641   16.678954   16.866836   16.501806   16.891399   16.652476
 16.532718   16.891854   16.335483   16.83416    16.67012    16.565338
 16.726077   16.89687499 16.163991   16.96854601]",7.07965183901251,FALSE,16.6645402,11.5243094456885,-16.1786362973834,-54.5371023472401,397.320365268237,-19.264136896774,5.6895931110046,0.48208254638013,-0.379456984021702,-0.0397933482641819,FALSE,321.135088094219,7.70724211426126,-7.7520058785445
"586","P5",4,498,15,NA,"Static","4",97,"nan","nan",-340,198,-364.136241949938,204.803323639957,-369.395366963716,208.988845213398,217.299637469493,-379.837911500028,-374.70906201477,213.217796837974,0,6,"[16.96854601 17.878706   15.014931   16.948392   16.70022    16.915292
 16.458689   16.578529   16.69545899 16.770247   16.51436601 16.876156
 16.687272   16.553843   16.719147   16.55874099 16.496707   17.032075
 16.376327   16.738525   16.796065   16.757184   16.653299   16.51521101
 16.669029   16.654023   16.495255   16.77758    16.680785   16.973808
 16.508228   16.470457   16.584669   16.855618   17.028473   16.36989
 16.471129   16.919423   16.788997   16.456562  ]",4.93921613301063,FALSE,16.67269637525,15.7016695500903,-12.4963138295355,-38.5148412175478,401.202723913943,24.1362419499377,-6.80332363995723,0.601841998781389,0.554924995361301,0.0576314003582898,FALSE,417.779372486719,10.0267049396813,-9.47758072369412
"587","P5",4,499,297,NA,"Static","1",98,"nan","nan",398,-286,418.20039955985,-170.766507308832,424.407955793932,-173.404940549705,-178.571912935686,436.56451566024,430.408742834963,-175.955489494155,0,6,"[16.456562   17.280734   16.36437    16.673219   16.280097   16.891575
 16.475081   16.920688   16.577317   16.50331    16.820313   16.482376
 16.614127   16.907117   16.565811   16.653776   16.954354   16.526689
 16.59803    16.606305   16.613852   16.568121   16.911595   16.56989899
 17.33867201 15.91890999 16.847312   16.565228   16.533035   16.839793
 16.509672   17.025842   16.555671   16.652776   16.701941   16.532593
 16.715958   16.403798   16.873336   16.697369  ]",4.91115817500395,FALSE,16.66318059975,-18.3641161003909,7.80540562685368,156.972773680464,399.164994983619,-20.2003995598496,-115.233492691168,2.80777578388756,-0.635637579742186,-0.066350755924906,FALSE,451.722009880496,10.8413282371319,-9.59902824394401
